CATEGORIA,PERFIL,DIA,MES,ANO,IPD,PD,FAMA,ENGAJ,VALENCIA,MOD,RANKING,META,INTERESSE
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  12.07366 ,  4.00000 ,  1.21218 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  11.19459 ,  4.00000 ,  1.00000 ,  1.00572 ,  1.00000 ,  1.00058 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.03663 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  73.91921 ,  4.00000 ,  2.98160 ,  4.00000 ,  3.86697 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.33118 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  57.00932 ,  4.00000 ,  4.00000 ,  1.38351 ,  3.82776 ,  1.85419 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  42.13203 ,  4.00000 ,  1.62495 ,  1.95706 ,  3.16847 ,  2.34647 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.83407 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  41.53518 ,  4.00000 ,  2.87679 ,  1.10409 ,  3.93343 ,  1.20174 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.13511 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  31.26640 ,  4.00000 ,  3.07255 ,  1.18322 ,  4.00000 ,  1.04337 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.15857 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  24.53383 ,  4.00000 ,  1.47920 ,  1.59087 ,  2.94679 ,  1.33035 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.23172 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  24.24125 ,  4.00000 ,  1.51245 ,  1.20607 ,  3.65107 ,  1.48575 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.09793 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  23.76554 ,  4.00000 ,  1.52516 ,  1.26049 ,  3.53134 ,  1.43830 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.04024 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  19.63408 ,  4.00000 ,  1.18634 ,  1.15165 ,  1.17669 ,  1.07153 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.07471 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  19.02342 ,  4.00000 ,  1.00000 ,  1.23320 ,  1.00000 ,  1.76831 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.49944 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  17.09403 ,  4.00000 ,  1.36937 ,  1.03176 ,  2.47865 ,  1.05710 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.02932 
Person. Nacionais - Tracking',João Doria,14,1,2021,  16.99759 ,  4.00000 ,  1.21791 ,  1.16204 ,  1.93513 ,  1.08650 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.22737 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  12.64794 ,  4.00000 ,  1.32092 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  12.33775 ,  4.00000 ,  1.21698 ,  1.00601 ,  1.00000 ,  1.00049 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.03592 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  75.04816 ,  4.00000 ,  3.24092 ,  4.00000 ,  3.82287 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.30721 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  57.35959 ,  4.00000 ,  4.00000 ,  1.37204 ,  3.82899 ,  1.93495 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  44.17366 ,  4.00000 ,  3.21652 ,  2.35856 ,  4.00000 ,  2.09095 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.16947 
Person. Nacionais - Tracking',Lula,14,1,2021,  38.22460 ,  4.00000 ,  1.80006 ,  1.52758 ,  1.71414 ,  2.22841 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.14077 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  36.82023 ,  4.00000 ,  2.83979 ,  1.09705 ,  3.93091 ,  1.19111 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.34867 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  25.50865 ,  4.00000 ,  1.70474 ,  1.47443 ,  3.61351 ,  1.32451 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.03216 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  24.96867 ,  4.00000 ,  1.66936 ,  1.18375 ,  3.75920 ,  1.41972 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.11652 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  19.67979 ,  4.00000 ,  1.38484 ,  1.15203 ,  1.17654 ,  1.07288 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.89471 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  19.63674 ,  4.00000 ,  1.64314 ,  1.12941 ,  1.71016 ,  1.27725 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.25318 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  18.59948 ,  4.00000 ,  1.52547 ,  1.03490 ,  2.48558 ,  1.05955 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.14214 
Person. Nacionais - Tracking',João Doria,14,1,2021,  17.75496 ,  4.00000 ,  1.23841 ,  1.17361 ,  2.10394 ,  1.08787 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.25770 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  13.74653 ,  4.00000 ,  1.00000 ,  1.00000 ,  1.00000 ,  1.00000 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.49717 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  13.46948 ,  4.00000 ,  1.43504 ,  1.00748 ,  1.00000 ,  1.00050 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.03087 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  13.42328 ,  4.00000 ,  1.46772 ,  1.00000 ,  1.00000 ,  1.00000 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  78.43570 ,  4.00000 ,  3.16630 ,  4.00000 ,  3.77665 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  58.23952 ,  4.00000 ,  4.00000 ,  1.51942 ,  3.87350 ,  2.16854 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.77481 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  44.55474 ,  4.00000 ,  3.27890 ,  2.44916 ,  4.00000 ,  1.86070 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.29590 
Person. Nacionais - Tracking',Lula,14,1,2021,  41.79844 ,  4.00000 ,  1.77963 ,  1.58160 ,  2.49568 ,  2.00731 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.60814 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  37.51849 ,  4.00000 ,  2.58517 ,  1.10578 ,  3.94269 ,  1.22862 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.66420 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  27.33392 ,  4.00000 ,  1.62478 ,  1.57605 ,  3.36807 ,  1.32486 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.43322 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  26.26042 ,  4.00000 ,  1.66202 ,  1.36318 ,  3.73975 ,  1.33697 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.25414 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  25.04294 ,  4.00000 ,  1.70019 ,  1.50395 ,  3.35339 ,  1.31164 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.04638 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  19.94021 ,  4.00000 ,  1.32305 ,  1.32380 ,  1.21664 ,  1.08661 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.79449 
Person. Nacionais - Tracking',João Doria,14,1,2021,  19.71004 ,  4.00000 ,  1.17643 ,  1.16108 ,  2.10427 ,  1.07009 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.69272 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  18.53837 ,  4.00000 ,  1.49559 ,  1.04436 ,  2.43328 ,  1.05867 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.17287 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  17.75765 ,  4.00000 ,  1.00000 ,  1.15402 ,  1.00000 ,  1.46693 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.62914 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  14.35235 ,  4.00000 ,  1.46602 ,  1.04606 ,  1.00000 ,  1.00447 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.11595 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  13.31096 ,  4.00000 ,  1.44646 ,  1.00000 ,  1.00000 ,  1.00000 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  77.62853 ,  4.00000 ,  3.03124 ,  4.00000 ,  3.73758 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  55.61417 ,  4.00000 ,  4.00000 ,  1.62204 ,  3.83313 ,  2.48818 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.92935 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  45.95348 ,  4.00000 ,  3.44062 ,  2.47779 ,  4.00000 ,  1.83118 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.39054 
Person. Nacionais - Tracking',Lula,14,1,2021,  42.54549 ,  4.00000 ,  1.78245 ,  1.89504 ,  2.49137 ,  1.83656 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.57635 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  36.12881 ,  4.00000 ,  2.49184 ,  1.12115 ,  3.93860 ,  1.26808 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.45476 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  27.22236 ,  4.00000 ,  1.61521 ,  1.48297 ,  3.34345 ,  1.36879 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.48774 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  26.88732 ,  4.00000 ,  1.65852 ,  1.36954 ,  3.74973 ,  1.29429 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.39710 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  24.93614 ,  4.00000 ,  1.70745 ,  1.46341 ,  3.38205 ,  1.29141 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.06801 
Person. Nacionais - Tracking',João Doria,14,1,2021,  21.52215 ,  4.00000 ,  1.14447 ,  1.15712 ,  2.18792 ,  1.06927 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.01429 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  20.39346 ,  4.00000 ,  1.26067 ,  1.42908 ,  1.22465 ,  1.08489 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.82467 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  18.64393 ,  4.00000 ,  1.47126 ,  1.05335 ,  2.45725 ,  1.07375 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.18139 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  17.61612 ,  4.00000 ,  1.00000 ,  1.14657 ,  1.00000 ,  1.47144 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.60743 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  16.75661 ,  4.00000 ,  1.52849 ,  1.05565 ,  1.00000 ,  1.03090 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.45131 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  13.01375 ,  4.00000 ,  1.39018 ,  1.00000 ,  1.00000 ,  1.00000 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  76.67229 ,  4.00000 ,  2.87206 ,  4.00000 ,  3.68947 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  49.52072 ,  4.00000 ,  4.00000 ,  1.55989 ,  3.86373 ,  2.05233 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.29181 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  46.67796 ,  4.00000 ,  3.46550 ,  2.53212 ,  4.00000 ,  1.85488 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.41917 
Person. Nacionais - Tracking',Lula,14,1,2021,  46.42199 ,  4.00000 ,  1.67296 ,  2.27071 ,  2.42344 ,  1.99941 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.86725 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  30.69423 ,  4.00000 ,  1.91528 ,  1.13180 ,  3.95994 ,  1.27972 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.99892 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  28.72424 ,  4.00000 ,  1.51972 ,  1.61994 ,  3.34988 ,  1.41457 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.66082 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  25.90419 ,  4.00000 ,  1.51307 ,  1.27077 ,  3.78555 ,  1.27669 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.46019 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  24.88140 ,  4.00000 ,  1.63966 ,  1.51717 ,  3.31500 ,  1.30199 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.08624 
Person. Nacionais - Tracking',João Doria,14,1,2021,  22.28422 ,  4.00000 ,  1.10606 ,  1.19677 ,  2.22852 ,  1.08026 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.11828 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  19.57305 ,  4.00000 ,  1.16713 ,  1.46109 ,  1.22445 ,  1.05310 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.76299 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  19.28292 ,  4.00000 ,  1.60853 ,  1.09379 ,  1.00000 ,  1.03510 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.78302 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  19.10003 ,  4.00000 ,  1.00000 ,  1.18509 ,  1.00000 ,  1.50663 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.80026 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  18.46230 ,  4.00000 ,  1.38584 ,  1.06242 ,  2.45361 ,  1.08153 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.21458 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  12.48559 ,  4.00000 ,  1.29018 ,  1.00000 ,  1.00000 ,  1.00000 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  75.50202 ,  4.00000 ,  2.75610 ,  4.00000 ,  3.70429 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.89438 
Person. Nacionais - Tracking',Lula,14,1,2021,  51.37824 ,  4.00000 ,  1.61834 ,  2.41041 ,  3.81146 ,  2.07081 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  48.64452 ,  4.00000 ,  4.00000 ,  1.55309 ,  3.85720 ,  2.18609 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.02383 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  47.38253 ,  4.00000 ,  3.41116 ,  2.59371 ,  4.00000 ,  1.97949 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.41947 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  28.82309 ,  4.00000 ,  1.45830 ,  1.62091 ,  3.20076 ,  1.47691 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.74218 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  27.14129 ,  4.00000 ,  1.78468 ,  1.07648 ,  3.90400 ,  1.15575 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.68245 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  25.72952 ,  4.00000 ,  1.43958 ,  1.24836 ,  3.72921 ,  1.33710 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.49010 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  24.34601 ,  4.00000 ,  1.57280 ,  1.43097 ,  3.48965 ,  1.23730 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.12585 
Person. Nacionais - Tracking',João Doria,14,1,2021,  22.04170 ,  4.00000 ,  1.12158 ,  1.18326 ,  2.28809 ,  1.08504 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.04446 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  20.19488 ,  4.00000 ,  1.60014 ,  1.09826 ,  1.00000 ,  1.02916 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.95406 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  18.96681 ,  4.00000 ,  1.11437 ,  1.46809 ,  1.22394 ,  1.05754 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.69373 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  18.72867 ,  4.00000 ,  1.00000 ,  1.17486 ,  1.00000 ,  1.45031 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.79585 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  18.34039 ,  4.00000 ,  1.32703 ,  1.07105 ,  2.44562 ,  1.10635 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.22021 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  12.20679 ,  4.00000 ,  1.23739 ,  1.00000 ,  1.00000 ,  1.00000 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  75.40103 ,  4.00000 ,  2.75557 ,  4.00000 ,  3.93834 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.77685 
Person. Nacionais - Tracking',Lula,14,1,2021,  51.91748 ,  4.00000 ,  1.56279 ,  2.69378 ,  3.70059 ,  1.96848 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  47.04008 ,  4.00000 ,  4.00000 ,  1.44672 ,  3.85230 ,  2.18876 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.84632 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  46.69267 ,  4.00000 ,  3.28839 ,  2.73198 ,  4.00000 ,  1.92018 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.32520 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  27.70778 ,  4.00000 ,  1.40229 ,  1.57010 ,  3.13399 ,  1.44564 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.70509 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  25.70657 ,  4.00000 ,  1.76517 ,  1.01460 ,  3.89140 ,  1.13132 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.53611 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  24.82728 ,  4.00000 ,  1.38266 ,  1.22754 ,  3.80135 ,  1.30331 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.40417 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  23.74709 ,  4.00000 ,  1.52430 ,  1.37301 ,  3.71690 ,  1.15765 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.09925 
Person. Nacionais - Tracking',João Doria,14,1,2021,  21.01602 ,  4.00000 ,  1.10370 ,  1.13374 ,  2.22183 ,  1.03789 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.00042 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  20.48904 ,  4.00000 ,  1.61744 ,  1.10799 ,  1.00000 ,  1.00000 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.00678 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  20.26588 ,  4.00000 ,  1.22455 ,  1.42335 ,  1.00000 ,  2.11525 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  19.75704 ,  4.00000 ,  1.05940 ,  1.58953 ,  1.22356 ,  1.21954 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.61503 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  18.42558 ,  4.00000 ,  1.00000 ,  1.09221 ,  1.00000 ,  1.67258 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.62382 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  17.22694 ,  4.00000 ,  1.28784 ,  1.00000 ,  2.44394 ,  1.05168 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.18175 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  77.55189 ,  4.00000 ,  2.92437 ,  4.00000 ,  3.94065 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  50.99128 ,  4.00000 ,  1.63804 ,  2.44310 ,  3.69256 ,  1.99575 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.99845 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  45.94602 ,  4.00000 ,  4.00000 ,  1.39860 ,  3.84386 ,  2.14167 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.74710 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  39.70024 ,  4.00000 ,  3.52087 ,  1.89470 ,  4.00000 ,  1.13984 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.42551 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  28.44550 ,  4.00000 ,  1.44532 ,  1.68503 ,  2.97503 ,  1.43925 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.75261 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  25.67767 ,  4.00000 ,  1.78604 ,  1.01583 ,  3.88285 ,  1.13142 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.51366 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  24.95147 ,  4.00000 ,  1.39859 ,  1.22083 ,  3.56319 ,  1.39641 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.43520 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  22.74968 ,  4.00000 ,  1.61517 ,  1.16498 ,  3.51403 ,  1.15518 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.13723 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  22.16216 ,  4.00000 ,  1.78975 ,  1.10446 ,  1.00000 ,  1.00000 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.14618 
Person. Nacionais - Tracking',João Doria,14,1,2021,  21.25358 ,  4.00000 ,  1.16658 ,  1.10611 ,  2.16960 ,  1.03613 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.03567 
