CATEGORIA,PERFIL,DIA,MES,ANO,IPD,PD,FAMA,ENGAJ,VALENCIA,MOD,RANKING,META,INTERESSE
Person. Nacionais - Tracking',Lula,14,1,2021,  38.08410 ,  4.00000 ,  2.76309 ,  1.56300 ,  2.50763 ,  1.40770 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.58226 
Person. Nacionais - Tracking',João Doria,14,1,2021,  35.09682 ,  4.00000 ,  2.30944 ,  1.32068 ,  2.36388 ,  1.35735 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.83118 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  34.44897 ,  4.00000 ,  3.27385 ,  1.05894 ,  3.85759 ,  1.54189 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.26955 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  33.76412 ,  4.00000 ,  1.96479 ,  2.14918 ,  3.68797 ,  1.55617 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.32684 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  31.95150 ,  4.00000 ,  1.27536 ,  1.62308 ,  2.40646 ,  3.46363 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  29.08432 ,  4.00000 ,  2.59288 ,  1.24883 ,  2.28069 ,  1.92829 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.08379 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  28.85947 ,  4.00000 ,  1.76750 ,  1.38584 ,  3.70123 ,  1.91277 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.08687 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  27.55611 ,  4.00000 ,  2.71313 ,  1.36278 ,  1.78603 ,  1.29433 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.37116 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  18.73216 ,  4.00000 ,  1.59594 ,  1.05784 ,  2.45592 ,  1.14588 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.01024 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  18.16754 ,  4.00000 ,  1.43195 ,  1.05849 ,  2.62165 ,  1.01458 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.11189 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  17.82280 ,  4.00000 ,  1.00000 ,  1.17209 ,  1.00000 ,  1.93618 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.19523 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  13.37114 ,  4.00000 ,  1.40286 ,  1.00000 ,  1.00000 ,  1.00000 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.05169 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  83.37521 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  39.69230 ,  4.00000 ,  3.59727 ,  2.02388 ,  3.89622 ,  1.23562 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.17786 
Person. Nacionais - Tracking',Lula,14,1,2021,  38.79013 ,  4.00000 ,  2.84745 ,  1.52359 ,  2.50449 ,  1.43202 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.64798 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  34.63762 ,  4.00000 ,  3.40073 ,  1.14707 ,  3.57945 ,  1.46370 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.28414 
Person. Nacionais - Tracking',João Doria,14,1,2021,  34.04200 ,  4.00000 ,  2.03526 ,  1.39277 ,  2.28045 ,  1.26066 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.95138 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  33.43632 ,  4.00000 ,  2.11039 ,  2.07879 ,  3.59214 ,  1.46930 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.32340 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  29.55557 ,  4.00000 ,  1.89180 ,  1.52230 ,  3.70440 ,  1.78101 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.07346 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  28.85922 ,  4.00000 ,  2.63703 ,  1.37297 ,  2.37052 ,  1.64211 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.09782 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  28.48895 ,  4.00000 ,  2.71399 ,  1.50249 ,  2.02861 ,  1.25633 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.32491 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  18.90354 ,  4.00000 ,  1.62496 ,  1.08174 ,  2.45067 ,  1.12866 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00704 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  18.68581 ,  4.00000 ,  1.51410 ,  1.05682 ,  2.61832 ,  1.01301 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.13146 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  17.64045 ,  4.00000 ,  1.00000 ,  1.41585 ,  1.00000 ,  1.63265 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.19068 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  12.71224 ,  4.00000 ,  1.33309 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  12.70739 ,  4.00000 ,  1.26917 ,  1.00103 ,  1.00000 ,  1.00124 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.05705 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  83.37521 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  37.49492 ,  4.00000 ,  2.65596 ,  1.53412 ,  2.49906 ,  1.41440 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.60509 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  34.51705 ,  4.00000 ,  3.28344 ,  1.39130 ,  3.85473 ,  1.16736 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.27614 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  33.45631 ,  4.00000 ,  3.17072 ,  1.13710 ,  3.60713 ,  1.42461 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.32400 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  32.52174 ,  4.00000 ,  1.96231 ,  2.05374 ,  3.63869 ,  1.48995 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.28664 
Person. Nacionais - Tracking',João Doria,14,1,2021,  29.92562 ,  4.00000 ,  1.75587 ,  1.30672 ,  2.19658 ,  1.18039 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.67796 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  26.90491 ,  4.00000 ,  2.43973 ,  1.32896 ,  2.34923 ,  1.50375 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.11533 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  25.90832 ,  4.00000 ,  1.74509 ,  1.37753 ,  3.60938 ,  1.41576 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.08279 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  24.83198 ,  4.00000 ,  2.44221 ,  1.33567 ,  1.72038 ,  1.14837 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.32952 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  18.73537 ,  4.00000 ,  1.48754 ,  1.05791 ,  2.61835 ,  1.01045 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.16645 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  17.73265 ,  4.00000 ,  1.42906 ,  1.06508 ,  2.50800 ,  1.10146 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  16.40276 ,  4.00000 ,  1.24284 ,  1.11298 ,  2.37809 ,  1.03866 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00224 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  14.43325 ,  4.00000 ,  1.00000 ,  1.20326 ,  1.00000 ,  1.25381 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.18128 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  12.65811 ,  4.00000 ,  1.23623 ,  1.00000 ,  1.00000 ,  1.00000 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.08142 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  83.37521 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  34.85029 ,  4.00000 ,  2.13974 ,  1.58793 ,  2.50739 ,  1.36871 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.60283 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  34.78630 ,  4.00000 ,  2.27924 ,  2.31600 ,  3.82610 ,  1.38834 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.13694 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  34.64806 ,  4.00000 ,  3.20260 ,  1.46294 ,  3.87059 ,  1.14200 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.31875 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  31.71457 ,  4.00000 ,  2.91492 ,  1.12783 ,  3.63087 ,  1.32872 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.34102 
Person. Nacionais - Tracking',João Doria,14,1,2021,  25.83163 ,  4.00000 ,  1.61547 ,  1.31509 ,  2.20776 ,  1.12568 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.11779 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  25.13068 ,  4.00000 ,  1.63869 ,  1.42450 ,  3.65117 ,  1.28810 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.09487 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  23.91551 ,  4.00000 ,  1.80402 ,  1.30941 ,  2.25632 ,  1.44639 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.29267 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  23.55192 ,  4.00000 ,  2.21455 ,  1.35255 ,  1.72438 ,  1.12835 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.31500 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  19.27766 ,  4.00000 ,  1.54013 ,  1.06314 ,  2.62734 ,  1.00970 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.20506 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  17.19920 ,  4.00000 ,  1.35638 ,  1.05830 ,  2.51063 ,  1.07857 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  16.45827 ,  4.00000 ,  1.23288 ,  1.11937 ,  2.38575 ,  1.03374 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.01618 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  13.88365 ,  4.00000 ,  1.00000 ,  1.20538 ,  1.00000 ,  1.21719 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.11464 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  12.66167 ,  4.00000 ,  1.21555 ,  1.00000 ,  1.00000 ,  1.00000 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.10148 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  83.37521 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  34.88566 ,  4.00000 ,  3.13346 ,  1.44480 ,  3.92532 ,  1.18175 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.38494 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  34.33150 ,  4.00000 ,  2.21496 ,  2.30809 ,  3.78301 ,  1.37320 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.15667 
Person. Nacionais - Tracking',Lula,14,1,2021,  34.04459 ,  4.00000 ,  1.92074 ,  1.56498 ,  2.50996 ,  1.34633 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.70794 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  31.61693 ,  4.00000 ,  2.87268 ,  1.12324 ,  3.68525 ,  1.31943 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.35323 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  26.36511 ,  4.00000 ,  1.66505 ,  1.57704 ,  3.62448 ,  1.29104 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.14312 
Person. Nacionais - Tracking',João Doria,14,1,2021,  24.84239 ,  4.00000 ,  1.58857 ,  1.33594 ,  2.00380 ,  1.14441 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.01590 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  23.03087 ,  4.00000 ,  1.68850 ,  1.25200 ,  2.26219 ,  1.37035 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.36900 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  21.54846 ,  4.00000 ,  1.98663 ,  1.37291 ,  1.44675 ,  1.12354 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.27498 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  19.18435 ,  4.00000 ,  1.49385 ,  1.05845 ,  2.62766 ,  1.01043 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.23594 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  16.95630 ,  4.00000 ,  1.34183 ,  1.04268 ,  2.49780 ,  1.06961 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  16.81346 ,  4.00000 ,  1.26788 ,  1.11416 ,  2.38601 ,  1.03506 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.05049 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  14.05008 ,  4.00000 ,  1.00000 ,  1.20997 ,  1.00000 ,  1.22633 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.13127 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  12.35592 ,  4.00000 ,  1.14044 ,  1.00000 ,  1.00000 ,  1.00000 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.11767 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  83.37521 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  34.73606 ,  4.00000 ,  1.85685 ,  1.50329 ,  2.51273 ,  1.34284 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.95590 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  34.34391 ,  4.00000 ,  3.13580 ,  1.29465 ,  3.99565 ,  1.12198 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.46363 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  32.30285 ,  4.00000 ,  2.13345 ,  2.05751 ,  3.65532 ,  1.39470 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.16255 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  31.83316 ,  4.00000 ,  2.82279 ,  1.13319 ,  3.70024 ,  1.35736 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.38755 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  25.74234 ,  4.00000 ,  1.65290 ,  1.49703 ,  3.60174 ,  1.26903 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.15497 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  24.68613 ,  4.00000 ,  1.84785 ,  1.30213 ,  2.12946 ,  1.50981 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.39254 
Person. Nacionais - Tracking',João Doria,14,1,2021,  24.56605 ,  4.00000 ,  1.54815 ,  1.32139 ,  1.96171 ,  1.15567 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.02729 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  19.68721 ,  4.00000 ,  1.68211 ,  1.37937 ,  1.16628 ,  1.20483 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.26929 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  16.86908 ,  4.00000 ,  1.26049 ,  1.10611 ,  2.38501 ,  1.03638 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.07476 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  16.73780 ,  4.00000 ,  1.34853 ,  1.02926 ,  2.50038 ,  1.03377 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  14.19250 ,  4.00000 ,  1.00000 ,  1.21615 ,  1.00000 ,  1.23969 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.13816 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  12.97801 ,  4.00000 ,  1.23688 ,  1.00318 ,  1.00000 ,  1.00345 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.13135 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  12.67177 ,  4.00000 ,  1.19247 ,  1.00000 ,  1.00000 ,  1.00000 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.12497 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  83.37521 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  34.83130 ,  4.00000 ,  3.19895 ,  1.29791 ,  3.99723 ,  1.14036 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.47029 
Person. Nacionais - Tracking',Lula,14,1,2021,  34.38351 ,  4.00000 ,  1.82325 ,  1.44754 ,  2.50968 ,  1.48911 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.84970 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  32.79193 ,  4.00000 ,  2.25419 ,  2.09379 ,  3.57930 ,  1.42323 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.10568 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  31.37587 ,  4.00000 ,  2.75550 ,  1.13967 ,  3.64180 ,  1.36324 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.38243 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  26.70153 ,  4.00000 ,  2.10562 ,  1.34235 ,  2.10503 ,  1.60272 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.39385 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  25.66550 ,  4.00000 ,  1.62285 ,  1.49466 ,  3.61413 ,  1.29500 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.14303 
Person. Nacionais - Tracking',João Doria,14,1,2021,  23.37152 ,  4.00000 ,  1.46583 ,  1.31184 ,  1.88200 ,  1.14344 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.94701 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  17.21270 ,  4.00000 ,  1.60708 ,  1.20992 ,  1.14211 ,  1.01170 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.25815 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  16.00210 ,  4.00000 ,  1.10031 ,  1.10743 ,  2.38169 ,  1.03906 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.06866 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  15.91333 ,  4.00000 ,  1.24463 ,  1.03759 ,  2.33682 ,  1.04734 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  12.42257 ,  4.00000 ,  1.16269 ,  1.00081 ,  1.00000 ,  1.00041 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.10742 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  12.01724 ,  4.00000 ,  1.00000 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.18940 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  11.83059 ,  4.00000 ,  1.05534 ,  1.00413 ,  1.00000 ,  1.00420 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.09612 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  83.26121 ,  4.00000 ,  4.00000 ,  4.00000 ,  3.95254 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  37.24188 ,  4.00000 ,  3.70183 ,  1.27624 ,  4.00000 ,  1.10263 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.48187 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  35.83719 ,  4.00000 ,  3.25663 ,  1.17305 ,  3.81025 ,  1.47053 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.50173 
Person. Nacionais - Tracking',Lula,14,1,2021,  34.40029 ,  4.00000 ,  1.98887 ,  1.46544 ,  2.49305 ,  1.28094 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.87536 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  34.04259 ,  4.00000 ,  2.49042 ,  1.85514 ,  3.52305 ,  1.65636 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.16121 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  29.56258 ,  4.00000 ,  2.33952 ,  1.38224 ,  2.00199 ,  1.81722 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.49136 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  27.42122 ,  4.00000 ,  1.82737 ,  1.51621 ,  3.67984 ,  1.36817 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.14662 
Person. Nacionais - Tracking',João Doria,14,1,2021,  23.57642 ,  4.00000 ,  1.54970 ,  1.29510 ,  1.91554 ,  1.20764 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.84892 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  17.99619 ,  4.00000 ,  1.77156 ,  1.17805 ,  1.13493 ,  1.00362 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.28589 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  16.79093 ,  4.00000 ,  1.24106 ,  1.11964 ,  2.36581 ,  1.05183 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.05948 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  16.64990 ,  4.00000 ,  1.37799 ,  1.04235 ,  2.30184 ,  1.06475 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  12.54895 ,  4.00000 ,  1.17419 ,  1.00500 ,  1.00000 ,  1.00588 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.10984 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  12.30694 ,  4.00000 ,  1.14975 ,  1.00046 ,  1.00000 ,  1.00037 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.09940 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  11.73121 ,  4.00000 ,  1.00000 ,  1.00000 ,  1.00000 ,  1.00000 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.13849 
